,panel,xm,ym,ds,Qy,Qx,qs
606,spar,0.18,-0.00134479166,0.00027684429999999993,-2.2144059552477813e-06,3.2663314264248736e-08,201.473494794513
607,spar,0.18,-0.0010679473615,0.00027684429999999993,-2.1905951556093684e-06,2.8786531376538423e-08,190.10741873392124
608,spar,0.18,-0.0007911030635,0.00027684430000000015,-2.1667843559709554e-06,2.4986391254716907e-08,178.94133620674359
609,spar,0.18,-0.0005142587650000001,0.00027684428999999976,-2.1429735571926214e-06,2.1262894033420508e-08,167.97524760945154
610,spar,0.18,-0.0002374144667,0.00027684430000000015,-2.1191627575542084e-06,1.761603944359807e-08,157.20915214967997
611,spar,0.18,3.9429831800000004e-05,0.00027684430000000015,-2.0953519579157955e-06,1.4045827619802856e-08,146.64305022368367
612,spar,0.18,0.00031627413,0.0002768442999999997,-2.0715411582773825e-06,1.0552258561951818e-08,136.27694183124598
613,spar,0.18,0.0005931184285,0.00027684430000000015,-2.0477303586389696e-06,7.135332270127998e-09,126.11082697258354
614,spar,0.18,0.000869962729,0.00027684430000000015,-2.0239195590005566e-06,3.795048744885091e-09,116.1447056491412
615,spar,0.18,0.001146807025,0.00027684428999999976,-2.0001087602222226e-06,5.314081028645303e-10,106.37857821043423
616,spar,0.18,0.00142365132,0.0002768442999999997,-1.9762979605838097e-06,-2.6555898919849907e-09,96.81244395020805
617,spar,0.18,0.00170049562,0.0002768443000000006,-1.9524871609453967e-06,-5.765945120392031e-09,87.44630322484073
618,spar,0.18,0.00197733992,0.0002768442999999997,-1.9286763613069838e-06,-8.799657582356573e-09,78.28015603433235
619,spar,0.18,0.00225418422,0.0002768442999999997,-1.9048655616685708e-06,-1.1756727277878624e-08,69.31400237868286
620,spar,0.18,0.00253102852,0.0002768443000000006,-1.8810547620301579e-06,-1.4637154206958194e-08,60.54784225789223
621,spar,0.18,0.0028078728199999996,0.00027684428999999976,-1.857243963251824e-06,-1.7440938268318694e-08,51.98167598138234
622,spar,0.18,0.003084717115,0.0002768442999999997,-1.8334331636134111e-06,-2.0168079665897497e-08,43.615502926697495
623,spar,0.18,0.00336156141,0.0002768443000000006,-1.8096223639749982e-06,-2.281857829841804e-08,35.4493234032595
624,spar,0.18,0.0036384057099999997,0.0002768442999999997,-1.7858115643365852e-06,-2.5392434164496084e-08,27.483137414680428
625,spar,0.18,0.003915250009999999,0.0002768442999999997,-1.7620007646981722e-06,-2.7889647264131637e-08,19.716944960960248
626,spar,0.18,0.00419209431,0.0002768443000000006,-1.7381899650597593e-06,-3.031021759732471e-08,12.150746042098945
627,spar,0.18,0.004468938610000001,0.0002768442999999997,-1.7143791654213463e-06,-3.2654145164075284e-08,4.784540658096546
628,spar,0.18,0.004745782905,0.0002768442900000006,-1.6905683666430123e-06,-3.4921429883870126e-08,-2.381670935805488
629,spar,0.18,0.0050226272,0.00027684429999999885,-1.6667575670045994e-06,-3.7112071920504156e-08,-9.347889257314122
630,spar,0.18,0.0052994715,0.0002768443000000006,-1.6429467673661864e-06,-3.922607119069571e-08,-16.11411404396391
631,spar,0.18,0.0055763158,0.0002768443000000006,-1.6191359677277735e-06,-4.126342769444478e-08,-22.68034529575479
632,spar,0.18,0.0058531601,0.00027684429999999885,-1.5953251680893605e-06,-4.322414143175134e-08,-29.046583012686767
633,spar,0.18,0.0061300044,0.0002768443000000006,-1.5715143684509476e-06,-4.5108212402615424e-08,-35.21282719475985
634,spar,0.18,0.006406848695,0.00027684428999999976,-1.5477035696726138e-06,-4.691564054313442e-08,-41.17907763007682
635,spar,0.18,0.00668369299,0.0002768443000000006,-1.5238927700342008e-06,-4.8646425983881963e-08,-46.945334749656155
636,spar,0.18,0.006960537290000001,0.000276844259999999,-1.5000819738361043e-06,-5.0300568419187304e-08,-52.511597530131965
637,spar,0.18,0.00723738159,0.0002768443000000006,-1.4762711741976913e-06,-5.187806832704987e-08,-57.87786757999352
638,spar,0.18,0.00751422589,0.0002768443000000006,-1.4524603745592784e-06,-5.3378925468469945e-08,-63.0441440949962
639,spar,0.18,0.00779107019,0.00027684429999999885,-1.4286495749208654e-06,-5.480313984344752e-08,-68.01042707513994
640,spar,0.18,0.008067914485000001,0.0002768443000000006,-1.4048387752824525e-06,-5.6150711453366836e-08,-72.77671652403686
641,spar,0.18,0.00834475878,0.0002768443000000006,-1.3810279756440395e-06,-5.742164029822789e-08,-77.34301244168688
642,spar,0.18,0.00862160308,0.00027684429999999885,-1.3572171760056266e-06,-5.861592637664644e-08,-81.70931482447801
643,spar,0.18,0.00889844738,0.0002768443000000006,-1.3334063763672136e-06,-5.973356968862251e-08,-85.87562367241026
644,spar,0.18,0.00917529168,0.0002768443000000006,-1.3095955767288007e-06,-6.077457023415609e-08,-89.84193898548362
645,spar,0.18,0.00945213598,0.00027684429999999885,-1.2857847770903877e-06,-6.173892801324717e-08,-93.60826076369806
646,spar,0.18,0.00972898028,0.0002768443000000006,-1.2619739774519748e-06,-6.262664302589577e-08,-97.17458900705363
647,spar,0.18,0.010005824565,0.0002768443000000006,-1.2381631778135618e-06,-6.343771527625454e-08,-100.54092372638637
648,spar,0.18,0.01028266885,0.00027684429999999885,-1.2143523781751489e-06,-6.417214476432348e-08,-103.70726492169626
649,spar,0.18,0.01055951315,0.0002768443000000006,-1.190541578536736e-06,-6.482993148594994e-08,-106.67361258214729
650,spar,0.18,0.01083635745,0.0002768443000000006,-1.166730778898323e-06,-6.541107544113391e-08,-109.43996670773942
651,spar,0.18,0.01111320175,0.00027684429999999885,-1.14291997925991e-06,-6.591557662987538e-08,-112.00632729847263
652,spar,0.18,0.01139004605,0.0002768443000000006,-1.119109179621497e-06,-6.634343505217436e-08,-114.37269435434695
653,spar,0.18,0.01166689035,0.0002768443000000006,-1.095298379983084e-06,-6.669465070803086e-08,-116.5390678753624
654,spar,0.18,0.01194373465,0.00027684429999999885,-1.0714875803446711e-06,-6.696922359744487e-08,-118.50544786151895
655,spar,0.18,0.01222057895,0.0002768443000000006,-1.0476767807062582e-06,-6.716715372041638e-08,-120.2718343128166
656,spar,0.18,0.01249742325,0.00027684429999999885,-1.0238659810678452e-06,-6.72884410769454e-08,-121.83822722925535
657,spar,0.18,0.01277426755,0.0002768443000000023,-1.000055181429432e-06,-6.733308566703194e-08,-123.20462661083522
658,spar,0.18,0.01305111185,0.00027684429999999885,-9.76244381791019e-07,-6.730108749067598e-08,-124.3710324575562
659,spar,0.18,0.01332795615,0.00027684429999999885,-9.524335821526062e-07,-6.719244654787753e-08,-125.33744476941828
660,spar,0.18,0.01360480045,0.0002768443000000023,-9.28622782514193e-07,-6.700716283863659e-08,-126.10386354642145
661,spar,0.18,0.01388164475,0.00027684429999999885,-9.0481198287578e-07,-6.674523636295317e-08,-126.67028878856576
662,spar,0.18,0.01415848905,0.00027684429999999885,-8.810011832373671e-07,-6.640666712082725e-08,-127.03672049585117
663,spar,0.18,0.01443533335,0.0002768443000000023,-8.571903835989539e-07,-6.599145511225885e-08,-127.20315866827767
664,spar,0.18,0.01471217765,0.00027684429999999885,-8.33379583960541e-07,-6.549960033724796e-08,-127.1696033058453
665,spar,0.18,0.01498902195,0.00027684429999999885,-8.09568784322128e-07,-6.493110279579457e-08,-126.93605440855401
666,spar,0.18,0.01526586625,0.0002768443000000023,-7.857579846837148e-07,-6.42859624878987e-08,-126.50251197640388
667,spar,0.18,0.01554271055,0.00027684429999999885,-7.619471850453019e-07,-6.356417941356034e-08,-125.86897600939483
668,spar,0.18,0.01581955485,0.00027684429999999885,-7.381363854068889e-07,-6.276575357277949e-08,-125.03544650752687
669,spar,0.18,0.016096399150000003,0.0002768443000000023,-7.143255857684758e-07,-6.189068496555614e-08,-124.00192347080001
670,spar,0.18,0.016373243449999998,0.00027684429999999885,-6.905147861300628e-07,-6.09389735918903e-08,-122.76840689921427
671,spar,0.18,0.01665008775,0.00027684429999999885,-6.667039864916499e-07,-5.991061945178198e-08,-121.33489679276964
672,spar,0.18,0.016926932050000003,0.0002768443000000023,-6.428931868532367e-07,-5.880562254523116e-08,-119.7013931514661
673,spar,0.18,0.017203776349999998,0.00027684429999999885,-6.190823872148237e-07,-5.762398287223786e-08,-117.8678959753037
674,spar,0.18,0.01748062065,0.00027684429999999885,-5.952715875764108e-07,-5.636570043280207e-08,-115.83440526428238
675,spar,0.18,0.017757464950000003,0.0002768443000000023,-5.714607879379976e-07,-5.5030775226923775e-08,-113.60092101840218
676,spar,0.18,0.018034309249999998,0.00027684429999999885,-5.476499882995847e-07,-5.3619207254603005e-08,-111.16744323766306
677,spar,0.18,0.01831115355,0.00027684429999999885,-5.238391886611717e-07,-5.213099651583975e-08,-108.53397192206509
678,spar,0.18,0.018587997850000003,0.0002768443000000023,-5.000283890227585e-07,-5.0566143010633976e-08,-105.70050707160817
679,spar,0.18,0.018864842149999998,0.00027684429999999885,-4.7621758938434565e-07,-4.892464673898574e-08,-102.6670486862924
680,spar,0.18,0.01914168645,0.00027684429999999885,-4.5240678974593275e-07,-4.7206507700895013e-08,-99.43359676611773
681,spar,0.18,0.019418530750000003,0.0002768443000000023,-4.2859599010751953e-07,-4.5411725896361775e-08,-96.00015131108415
682,spar,0.18,0.01969537505,0.00027684429999999885,-4.0478519046910663e-07,-4.354030132538607e-08,-92.36671232119171
683,spar,0.18,0.01997221935,0.00027684429999999885,-3.8097439083069373e-07,-4.159223398796787e-08,-88.53327979644035
684,spar,0.18,0.02024906365,0.0002768443000000023,-3.571635911922805e-07,-3.956752388410716e-08,-84.49985373683008
685,spar,0.18,0.02052590795,0.00027684429999999885,-3.333527915538676e-07,-3.746617101380398e-08,-80.26643414236095
686,spar,0.18,0.02080275225,0.00027684429999999885,-3.095419919154547e-07,-3.5288175377058316e-08,-75.83302101303295
687,spar,0.18,0.02107959655,0.0002768443000000023,-2.857311922770415e-07,-3.303353697387013e-08,-71.19961434884597
688,spar,0.18,0.02135644085,0.00027684429999999885,-2.619203926386286e-07,-3.0702255804239484e-08,-66.36621414980017
689,spar,0.18,0.02163328515,0.00027684429999999885,-2.381095930002157e-07,-2.8294331868166348e-08,-61.33282041589546
690,spar,0.18,0.02191012945,0.0002768443000000023,-2.142987933618025e-07,-2.5809765165650692e-08,-56.09943314713182
691,spar,0.18,0.02218697375,0.00027684429999999885,-1.904879937233896e-07,-2.324855569669258e-08,-50.66605234350934
692,spar,0.18,0.02246381805,0.00027684429999999885,-1.666771940849767e-07,-2.0610703461291976e-08,-45.03267800502797
693,spar,0.18,0.02274066235,0.0002768443000000023,-1.428663944465635e-07,-1.789620845944885e-08,-39.19931013168764
694,spar,0.18,0.0230175066,0.0002768441999999975,-1.1905560340894172e-07,-1.5105071713203152e-08,-33.165950938942515
695,spar,0.18,0.02329435085,0.0002768443000000023,-9.524480377052851e-08,-1.2237291206159474e-08,-26.93259606812483
696,spar,0.18,0.02357119515,0.00027684429999999885,-7.143400413211561e-08,-9.292867932673342e-09,-20.499247662448326
697,spar,0.18,0.02384803945,0.00027684429999999885,-4.762320449370271e-08,-6.271801892744719e-09,-13.865905721912931
698,spar,0.18,0.02412488375,0.0002768443000000023,-2.381240485528951e-08,-3.1740930863735683e-09,-7.032570246518559
699,spar,0.18,0.02440172805,0.00027684429999999885,-1.6052168766108443e-12,2.58486440033693e-13,0.0007587637346215211
